mode,function,kernel,scna_width,qo_len,iteration,profiled_total,safe_sm,scna_exp,q_load,k_load,v_load,qk_dot,core_acc,host_elapsed
scna-int8,exp,direct,32,4,11,1012.0,341.0,296.0,2.0,329.0,327.0,4.0,5.0,1308.0
scna-int8,exp,direct,32,4,12,1020.0,344.0,298.0,2.0,337.0,323.0,4.0,5.0,1311.0
scna-int8,exp,direct,32,4,13,1011.0,342.0,298.0,2.0,330.0,322.0,4.0,6.0,1306.0
scna-int8,exp,direct,32,4,14,1037.0,344.0,297.0,2.0,352.0,325.0,4.0,5.0,1306.0
scna-int8,exp,direct,32,4,15,1038.0,346.0,297.0,2.0,352.0,323.0,4.0,5.0,1309.0
scna-int8,exp,direct,32,4,16,1036.0,345.0,297.0,2.0,350.0,325.0,4.0,5.0,1306.0
scna-int8,exp,direct,32,4,17,1023.0,345.0,298.0,2.0,350.0,312.0,4.0,5.0,1357.0
scna-int8,exp,direct,32,4,18,1012.0,346.0,298.0,2.0,343.0,307.0,4.0,5.0,1245.0
scna-int8,exp,direct,32,4,19,1011.0,343.0,298.0,2.0,342.0,311.0,4.0,5.0,1327.0
scna-int8,exp,direct,32,8,0,1356.0,670.0,581.0,4.0,335.0,323.0,8.0,8.0,1594.0
scna-int8,exp,direct,32,8,1,1322.0,666.0,581.0,4.0,310.0,318.0,8.0,8.0,1562.0
scna-int8,exp,direct,32,8,2,1324.0,671.0,581.0,4.0,305.0,320.0,8.0,8.0,1607.0
scna-int8,exp,direct,32,8,3,1337.0,668.0,581.0,4.0,328.0,313.0,8.0,8.0,1605.0
scna-int8,exp,direct,32,8,4,1344.0,671.0,581.0,4.0,329.0,316.0,8.0,8.0,1600.0
scna-int8,exp,direct,32,8,5,1411.0,686.0,585.0,4.0,359.0,338.0,8.0,8.0,1712.0
scna-int8,exp,direct,32,8,6,1429.0,683.0,584.0,4.0,385.0,332.0,8.0,9.0,1699.0
scna-int8,exp,direct,32,8,7,1427.0,680.0,585.0,4.0,386.0,332.0,8.0,9.0,1698.0
scna-int8,exp,direct,32,8,8,1428.0,681.0,583.0,5.0,384.0,333.0,8.0,9.0,1698.0
scna-int8,exp,direct,32,8,9,1389.0,678.0,585.0,3.0,371.0,313.0,8.0,8.0,1698.0
scna-int8,exp,direct,32,8,10,1312.0,671.0,581.0,4.0,324.0,289.0,8.0,8.0,1542.0
scna-int8,exp,direct,32,8,11,1290.0,668.0,581.0,4.0,307.0,286.0,8.0,9.0,1571.0
scna-int8,exp,direct,32,8,12,1313.0,672.0,581.0,4.0,312.0,301.0,8.0,8.0,1578.0
scna-int8,exp,direct,32,8,13,1349.0,677.0,582.0,4.0,330.0,313.0,8.0,9.0,1702.0
scna-int8,exp,direct,32,8,14,1315.0,671.0,581.0,4.0,314.0,302.0,8.0,8.0,1560.0
scna-int8,exp,direct,32,8,15,1306.0,670.0,581.0,4.0,314.0,293.0,8.0,9.0,1590.0
scna-int8,exp,direct,32,8,16,1319.0,675.0,581.0,4.0,311.0,305.0,8.0,8.0,1628.0
scna-int8,exp,direct,32,8,17,1311.0,673.0,581.0,4.0,302.0,307.0,8.0,9.0,1601.0
scna-int8,exp,direct,32,8,18,1307.0,672.0,581.0,5.0,304.0,300.0,8.0,10.0,1604.0
scna-int8,exp,direct,32,8,19,1319.0,674.0,581.0,5.0,318.0,297.0,8.0,9.0,1593.0
scna-int8,exp,direct,32,16,0,2044.0,1323.0,1150.0,8.0,349.0,324.0,12.0,15.0,2333.0
scna-int8,exp,direct,32,16,1,2069.0,1333.0,1152.0,8.0,351.0,337.0,12.0,15.0,2420.0
scna-int8,exp,direct,32,16,2,2106.0,1335.0,1154.0,8.0,392.0,330.0,12.0,15.0,2468.0
scna-int8,exp,direct,32,16,3,2090.0,1340.0,1154.0,8.0,376.0,326.0,12.0,15.0,2395.0
scna-int8,exp,direct,32,16,4,2115.0,1342.0,1153.0,8.0,391.0,333.0,12.0,14.0,2386.0
scna-int8,exp,direct,32,16,5,2135.0,1347.0,1153.0,8.0,400.0,338.0,12.0,14.0,2479.0
scna-int8,exp,direct,32,16,6,2104.0,1335.0,1153.0,8.0,395.0,325.0,12.0,14.0,2376.0
scna-int8,exp,direct,32,16,7,2113.0,1336.0,1153.0,8.0,389.0,340.0,12.0,14.0,2414.0
scna-int8,exp,direct,32,16,8,2103.0,1337.0,1154.0,8.0,383.0,335.0,12.0,15.0,2435.0
scna-int8,exp,direct,32,16,9,2098.0,1338.0,1153.0,8.0,389.0,323.0,12.0,14.0,2398.0
scna-int8,exp,direct,32,16,10,2105.0,1336.0,1154.0,8.0,388.0,334.0,12.0,14.0,2375.0
scna-int8,exp,direct,32,16,11,2101.0,1339.0,1153.0,8.0,387.0,327.0,12.0,15.0,2359.0
scna-int8,exp,direct,32,16,12,2091.0,1333.0,1153.0,8.0,380.0,331.0,12.0,14.0,2421.0
scna-int8,exp,direct,32,16,13,2096.0,1335.0,1153.0,9.0,386.0,326.0,12.0,15.0,2450.0
scna-int8,exp,direct,32,16,14,2093.0,1335.0,1153.0,8.0,380.0,331.0,12.0,14.0,2417.0
scna-int8,exp,direct,32,16,15,2102.0,1336.0,1153.0,8.0,385.0,333.0,12.0,15.0,2378.0
scna-int8,exp,direct,32,16,16,2090.0,1336.0,1152.0,8.0,379.0,327.0,12.0,14.0,2431.0
scna-int8,exp,direct,32,16,17,2102.0,1339.0,1152.0,8.0,384.0,331.0,12.0,14.0,2397.0
scna-int8,exp,direct,32,16,18,2117.0,1343.0,1153.0,8.0,396.0,330.0,12.0,14.0,2482.0
scna-int8,exp,direct,32,16,19,2115.0,1341.0,1153.0,8.0,395.0,331.0,12.0,15.0,2485.0
scna-int8,exp,direct,32,32,0,3492.0,2665.0,2292.0,15.0,399.0,338.0,24.0,26.0,3890.0
scna-int8,exp,direct,32,32,1,3487.0,2666.0,2291.0,15.0,392.0,338.0,24.0,26.0,3847.0
scna-int8,exp,direct,32,32,2,3486.0,2671.0,2290.0,15.0,387.0,337.0,24.0,27.0,3862.0
scna-int8,exp,direct,32,32,3,3481.0,2667.0,2291.0,15.0,384.0,340.0,24.0,26.0,3826.0
scna-int8,exp,direct,32,32,4,3489.0,2668.0,2292.0,15.0,386.0,345.0,24.0,26.0,3824.0
scna-int8,exp,direct,32,32,5,3486.0,2671.0,2291.0,15.0,382.0,342.0,24.0,27.0,3800.0
scna-int8,exp,direct,32,32,6,3482.0,2666.0,2291.0,15.0,388.0,339.0,24.0,26.0,3842.0
scna-int8,exp,direct,32,32,7,3484.0,2667.0,2290.0,15.0,384.0,343.0,24.0,26.0,3824.0
scna-int8,exp,direct,32,32,8,3481.0,2666.0,2291.0,15.0,381.0,344.0,24.0,26.0,3799.0
scna-int8,exp,direct,32,32,9,3471.0,2666.0,2289.0,15.0,378.0,336.0,24.0,27.0,3747.0
scna-int8,exp,direct,32,32,10,3477.0,2668.0,2292.0,15.0,379.0,340.0,24.0,26.0,3759.0
scna-int8,exp,direct,32,32,11,3474.0,2670.0,2291.0,15.0,379.0,337.0,24.0,25.0,3845.0
scna-int8,exp,direct,32,32,12,3448.0,2663.0,2288.0,15.0,373.0,323.0,24.0,25.0,3779.0
scna-int8,exp,direct,32,32,13,3458.0,2669.0,2288.0,15.0,368.0,330.0,24.0,27.0,3838.0
scna-int8,exp,direct,32,32,14,3472.0,2668.0,2288.0,15.0,374.0,341.0,24.0,26.0,3872.0
scna-int8,exp,direct,32,32,15,3460.0,2670.0,2288.0,15.0,375.0,326.0,24.0,25.0,3745.0
scna-int8,exp,direct,32,32,16,3433.0,2663.0,2287.0,15.0,350.0,329.0,24.0,27.0,3726.0
scna-int8,exp,direct,32,32,17,3442.0,2668.0,2287.0,15.0,351.0,331.0,24.0,28.0,3731.0
scna-int8,exp,direct,32,32,18,3450.0,2664.0,2287.0,15.0,358.0,337.0,24.0,27.0,3790.0
scna-int8,exp,direct,32,32,19,3461.0,2666.0,2289.0,15.0,369.0,335.0,24.0,28.0,3753.0
scna-int8,exp,tree,8,4,0,878.0,226.0,180.0,2.0,341.0,297.0,4.0,3.0,1162.0
scna-int8,exp,tree,8,4,1,884.0,224.0,180.0,2.0,330.0,315.0,4.0,4.0,1160.0
scna-int8,exp,tree,8,4,2,906.0,224.0,181.0,2.0,339.0,328.0,4.0,4.0,1163.0
scna-int8,exp,tree,8,4,3,902.0,224.0,181.0,2.0,337.0,327.0,4.0,3.0,1161.0
scna-int8,exp,tree,8,4,4,904.0,225.0,181.0,2.0,338.0,326.0,4.0,4.0,1167.0
scna-int8,exp,tree,8,4,5,886.0,226.0,181.0,2.0,329.0,316.0,4.0,4.0,1163.0
scna-int8,exp,tree,8,4,6,900.0,225.0,180.0,2.0,343.0,316.0,4.0,4.0,1163.0
scna-int8,exp,tree,8,4,7,930.0,239.0,185.0,2.0,351.0,325.0,4.0,4.0,1263.0
scna-int8,exp,tree,8,4,8,963.0,247.0,190.0,2.0,374.0,327.0,4.0,4.0,1218.0
scna-int8,exp,tree,8,4,9,959.0,248.0,190.0,3.0,363.0,331.0,4.0,4.0,1252.0
scna-int8,exp,tree,8,4,10,957.0,247.0,190.0,2.0,368.0,328.0,4.0,3.0,1222.0
scna-int8,exp,tree,8,4,11,951.0,247.0,189.0,3.0,365.0,324.0,4.0,3.0,1207.0
scna-int8,exp,tree,8,4,12,956.0,246.0,190.0,2.0,374.0,322.0,4.0,3.0,1231.0
scna-int8,exp,tree,8,4,13,957.0,246.0,189.0,2.0,367.0,330.0,4.0,3.0,1211.0
scna-int8,exp,tree,8,4,14,953.0,246.0,190.0,3.0,364.0,327.0,4.0,3.0,1253.0
scna-int8,exp,tree,8,4,15,972.0,247.0,190.0,3.0,372.0,337.0,4.0,4.0,1317.0
scna-int8,exp,tree,8,4,16,962.0,247.0,189.0,3.0,375.0,324.0,4.0,4.0,1231.0
scna-int8,exp,tree,8,4,17,948.0,245.0,190.0,3.0,366.0,322.0,4.0,3.0,1243.0
scna-int8,exp,tree,8,4,18,945.0,245.0,188.0,2.0,361.0,325.0,4.0,3.0,1233.0
scna-int8,exp,tree,8,4,19,947.0,243.0,188.0,2.0,364.0,325.0,4.0,3.0,1184.0
scna-int8,exp,tree,8,8,0,1142.0,443.0,352.0,4.0,346.0,326.0,8.0,7.0,1436.0
scna-int8,exp,tree,8,8,1,1143.0,442.0,352.0,4.0,353.0,321.0,8.0,7.0,1432.0
scna-int8,exp,tree,8,8,2,1064.0,438.0,352.0,3.0,319.0,282.0,8.0,6.0,1323.0
scna-int8,exp,tree,8,8,3,1049.0,432.0,351.0,4.0,309.0,281.0,8.0,7.0,1312.0
scna-int8,exp,tree,8,8,4,1151.0,453.0,356.0,4.0,347.0,324.0,8.0,7.0,1444.0
scna-int8,exp,tree,8,8,5,1188.0,458.0,357.0,4.0,372.0,331.0,8.0,7.0,1486.0
scna-int8,exp,tree,8,8,6,1174.0,458.0,357.0,4.0,364.0,325.0,8.0,7.0,1541.0
scna-int8,exp,tree,8,8,7,1185.0,454.0,355.0,4.0,379.0,324.0,8.0,8.0,1502.0
scna-int8,exp,tree,8,8,8,1188.0,455.0,356.0,4.0,377.0,328.0,8.0,8.0,1484.0
scna-int8,exp,tree,8,8,9,1191.0,457.0,357.0,4.0,376.0,330.0,8.0,8.0,1479.0
scna-int8,exp,tree,8,8,10,1182.0,455.0,357.0,4.0,373.0,326.0,8.0,8.0,1477.0
scna-int8,exp,tree,8,8,11,1178.0,453.0,355.0,4.0,374.0,324.0,8.0,7.0,1534.0
scna-int8,exp,tree,8,8,12,1172.0,455.0,356.0,4.0,359.0,330.0,8.0,8.0,1467.0
scna-int8,exp,tree,8,8,13,1171.0,455.0,355.0,4.0,361.0,328.0,8.0,7.0,1532.0
scna-int8,exp,tree,8,8,14,1192.0,453.0,357.0,4.0,380.0,332.0,8.0,7.0,1509.0
scna-int8,exp,tree,8,8,15,1186.0,455.0,356.0,4.0,370.0,333.0,8.0,8.0,1477.0
scna-int8,exp,tree,8,8,16,1192.0,457.0,355.0,4.0,369.0,338.0,8.0,8.0,1491.0
scna-int8,exp,tree,8,8,17,1185.0,456.0,357.0,4.0,371.0,330.0,8.0,8.0,1506.0
scna-int8,exp,tree,8,8,18,1184.0,455.0,355.0,4.0,366.0,335.0,8.0,8.0,1489.0
scna-int8,exp,tree,8,8,19,1184.0,454.0,355.0,3.0,370.0,334.0,8.0,7.0,1500.0
scna-int8,exp,tree,8,16,0,1454.0,849.0,689.0,8.0,294.0,269.0,12.0,10.0,1771.0
scna-int8,exp,tree,8,16,1,1467.0,847.0,689.0,8.0,287.0,288.0,12.0,11.0,1766.0
scna-int8,exp,tree,8,16,2,1479.0,848.0,688.0,9.0,301.0,286.0,12.0,10.0,1740.0
scna-int8,exp,tree,8,16,3,1472.0,849.0,690.0,8.0,298.0,281.0,12.0,12.0,1762.0
scna-int8,exp,tree,8,16,4,1604.0,889.0,698.0,8.0,351.0,321.0,12.0,11.0,1972.0
scna-int8,exp,tree,8,16,5,1639.0,887.0,696.0,8.0,372.0,336.0,12.0,12.0,1973.0
scna-int8,exp,tree,8,16,6,1641.0,886.0,697.0,8.0,383.0,329.0,12.0,10.0,1908.0
scna-int8,exp,tree,8,16,7,1645.0,890.0,697.0,9.0,380.0,330.0,12.0,11.0,1988.0
scna-int8,exp,tree,8,16,8,1637.0,885.0,696.0,8.0,375.0,332.0,12.0,11.0,1933.0
scna-int8,exp,tree,8,16,9,1645.0,889.0,697.0,9.0,368.0,342.0,12.0,11.0,1990.0
scna-int8,exp,tree,8,16,10,1622.0,888.0,697.0,8.0,363.0,328.0,12.0,11.0,1887.0
scna-int8,exp,tree,8,16,11,1635.0,887.0,696.0,9.0,378.0,327.0,12.0,10.0,1907.0
scna-int8,exp,tree,8,16,12,1638.0,885.0,696.0,8.0,376.0,334.0,12.0,11.0,2006.0
scna-int8,exp,tree,8,16,13,1636.0,889.0,695.0,8.0,372.0,332.0,12.0,11.0,1892.0
scna-int8,exp,tree,8,16,14,1634.0,882.0,696.0,8.0,369.0,338.0,12.0,12.0,1905.0
scna-int8,exp,tree,8,16,15,1639.0,888.0,695.0,8.0,368.0,340.0,12.0,10.0,2002.0
scna-int8,exp,tree,8,16,16,1622.0,886.0,695.0,9.0,359.0,332.0,12.0,11.0,1879.0
scna-int8,exp,tree,8,16,17,1627.0,889.0,696.0,8.0,358.0,336.0,12.0,12.0,1888.0
scna-int8,exp,tree,8,16,18,1610.0,882.0,695.0,8.0,358.0,326.0,12.0,12.0,1920.0
scna-int8,exp,tree,8,16,19,1638.0,884.0,696.0,9.0,377.0,333.0,12.0,10.0,1926.0
scna-int8,exp,tree,8,32,0,2464.0,1705.0,1367.0,15.0,346.0,325.0,24.0,24.0,2740.0
scna-int8,exp,tree,8,32,1,2451.0,1708.0,1368.0,15.0,334.0,322.0,24.0,23.0,2749.0
scna-int8,exp,tree,8,32,2,2465.0,1712.0,1366.0,15.0,338.0,327.0,24.0,24.0,2739.0
scna-int8,exp,tree,8,32,3,2500.0,1724.0,1377.0,15.0,368.0,320.0,24.0,24.0,2795.0
scna-int8,exp,tree,8,32,4,2530.0,1738.0,1375.0,15.0,369.0,336.0,24.0,24.0,2919.0
scna-int8,exp,tree,8,32,5,2539.0,1737.0,1375.0,15.0,374.0,339.0,24.0,25.0,2872.0
scna-int8,exp,tree,8,32,6,2541.0,1748.0,1375.0,15.0,370.0,334.0,24.0,25.0,2897.0
scna-int8,exp,tree,8,32,7,2537.0,1745.0,1374.0,15.0,368.0,336.0,24.0,24.0,2900.0
scna-int8,exp,tree,8,32,8,2532.0,1746.0,1374.0,15.0,371.0,327.0,24.0,24.0,2896.0
scna-int8,exp,tree,8,32,9,2505.0,1730.0,1373.0,15.0,356.0,331.0,24.0,24.0,2822.0
scna-int8,exp,tree,8,32,10,2536.0,1747.0,1373.0,15.0,365.0,335.0,24.0,25.0,2922.0
scna-int8,exp,tree,8,32,11,2534.0,1744.0,1373.0,15.0,368.0,334.0,24.0,24.0,2927.0
scna-int8,exp,tree,8,32,12,2539.0,1748.0,1373.0,15.0,368.0,335.0,24.0,24.0,2902.0
scna-int8,exp,tree,8,32,13,2536.0,1745.0,1373.0,15.0,369.0,334.0,24.0,24.0,2932.0
scna-int8,exp,tree,8,32,14,2540.0,1747.0,1372.0,15.0,367.0,338.0,24.0,24.0,2913.0
scna-int8,exp,tree,8,32,15,2537.0,1744.0,1373.0,15.0,371.0,334.0,24.0,24.0,2893.0
scna-int8,exp,tree,8,32,16,2534.0,1739.0,1373.0,15.0,371.0,336.0,24.0,24.0,2889.0
scna-int8,exp,tree,8,32,17,2529.0,1738.0,1373.0,15.0,366.0,337.0,24.0,24.0,2829.0
scna-int8,exp,tree,8,32,18,2532.0,1742.0,1373.0,15.0,365.0,338.0,24.0,23.0,2888.0
scna-int8,exp,tree,8,32,19,2518.0,1741.0,1372.0,15.0,359.0,330.0,24.0,24.0,2894.0
scna-int8,exp,tree,16,4,0,830.0,239.0,198.0,2.0,297.0,283.0,4.0,2.0,1097.0
scna-int8,exp,tree,16,4,1,833.0,240.0,198.0,2.0,299.0,281.0,4.0,3.0,1097.0
scna-int8,exp,tree,16,4,2,820.0,240.0,198.0,2.0,281.0,285.0,4.0,3.0,1094.0
scna-int8,exp,tree,16,4,3,816.0,242.0,199.0,2.0,302.0,260.0,5.0,2.0,1096.0
scna-int8,exp,tree,16,4,4,809.0,241.0,197.0,2.0,291.0,265.0,4.0,3.0,1094.0
scna-int8,exp,tree,16,4,5,819.0,241.0,198.0,2.0,286.0,280.0,4.0,2.0,1154.0
scna-int8,exp,tree,16,4,6,877.0,243.0,199.0,2.0,306.0,314.0,4.0,3.0,1167.0
scna-int8,exp,tree,16,4,7,872.0,244.0,199.0,2.0,301.0,314.0,4.0,3.0,1173.0
scna-int8,exp,tree,16,4,8,888.0,243.0,199.0,2.0,304.0,328.0,4.0,2.0,1175.0
scna-int8,exp,tree,16,4,9,876.0,243.0,199.0,2.0,300.0,320.0,4.0,3.0,1138.0
scna-int8,exp,tree,16,4,10,915.0,244.0,199.0,2.0,317.0,341.0,4.0,3.0,1183.0
scna-int8,exp,tree,16,4,11,899.0,244.0,199.0,2.0,325.0,318.0,4.0,2.0,1163.0
scna-int8,exp,tree,16,4,12,911.0,244.0,199.0,2.0,316.0,339.0,4.0,2.0,1163.0
scna-int8,exp,tree,16,4,13,881.0,243.0,199.0,2.0,321.0,304.0,4.0,3.0,1174.0
scna-int8,exp,tree,16,4,14,919.0,245.0,199.0,2.0,332.0,329.0,4.0,3.0,1168.0
scna-int8,exp,tree,16,4,15,914.0,242.0,199.0,2.0,331.0,329.0,4.0,2.0,1165.0
scna-int8,exp,tree,16,4,16,912.0,242.0,199.0,2.0,335.0,322.0,4.0,3.0,1163.0
scna-int8,exp,tree,16,4,17,925.0,242.0,199.0,2.0,333.0,337.0,4.0,3.0,1164.0
scna-int8,exp,tree,16,4,18,886.0,243.0,199.0,2.0,300.0,329.0,4.0,4.0,1127.0
scna-int8,exp,tree,16,4,19,963.0,257.0,205.0,2.0,362.0,331.0,4.0,3.0,1193.0
scna-int8,exp,tree,16,8,0,1135.0,470.0,385.0,4.0,337.0,300.0,8.0,8.0,1393.0
scna-int8,exp,tree,16,8,1,1151.0,472.0,385.0,4.0,340.0,310.0,8.0,9.0,1391.0
scna-int8,exp,tree,16,8,2,1145.0,474.0,383.0,4.0,335.0,308.0,8.0,8.0,1392.0
scna-int8,exp,tree,16,8,3,1147.0,472.0,384.0,4.0,329.0,317.0,9.0,8.0,1391.0
scna-int8,exp,tree,16,8,4,1144.0,473.0,384.0,4.0,336.0,308.0,8.0,7.0,1450.0
scna-int8,exp,tree,16,8,5,1208.0,488.0,389.0,4.0,371.0,322.0,8.0,7.0,1507.0
scna-int8,exp,tree,16,8,6,1192.0,488.0,390.0,4.0,360.0,315.0,8.0,9.0,1429.0
scna-int8,exp,tree,16,8,7,1214.0,489.0,390.0,4.0,368.0,330.0,8.0,7.0,1459.0
scna-int8,exp,tree,16,8,8,1204.0,487.0,390.0,4.0,359.0,330.0,8.0,8.0,1530.0
scna-int8,exp,tree,16,8,9,1210.0,490.0,389.0,4.0,370.0,323.0,8.0,7.0,1473.0
scna-int8,exp,tree,16,8,10,1206.0,489.0,390.0,4.0,372.0,317.0,8.0,8.0,1485.0
scna-int8,exp,tree,16,8,11,1192.0,484.0,390.0,4.0,358.0,323.0,8.0,7.0,1477.0
scna-int8,exp,tree,16,8,12,1200.0,485.0,391.0,4.0,359.0,329.0,8.0,7.0,1509.0
scna-int8,exp,tree,16,8,13,1191.0,484.0,389.0,4.0,357.0,322.0,8.0,8.0,1482.0
scna-int8,exp,tree,16,8,14,1192.0,486.0,389.0,4.0,356.0,323.0,8.0,7.0,1480.0
scna-int8,exp,tree,16,8,15,1198.0,486.0,390.0,4.0,359.0,326.0,8.0,7.0,1508.0
scna-int8,exp,tree,16,8,16,1208.0,487.0,389.0,4.0,367.0,327.0,8.0,7.0,1476.0
scna-int8,exp,tree,16,8,17,1197.0,485.0,389.0,4.0,358.0,326.0,8.0,8.0,1506.0
scna-int8,exp,tree,16,8,18,1194.0,483.0,390.0,4.0,355.0,327.0,8.0,9.0,1521.0
scna-int8,exp,tree,16,8,19,1197.0,483.0,390.0,4.0,356.0,330.0,8.0,8.0,1499.0
scna-int8,exp,tree,16,16,0,1538.0,910.0,754.0,8.0,309.0,275.0,12.0,12.0,1864.0
scna-int8,exp,tree,16,16,1,1488.0,908.0,754.0,8.0,278.0,257.0,12.0,12.0,1751.0
scna-int8,exp,tree,16,16,2,1650.0,941.0,758.0,8.0,334.0,331.0,12.0,12.0,1973.0
scna-int8,exp,tree,16,16,3,1655.0,940.0,758.0,8.0,342.0,329.0,12.0,12.0,1993.0
scna-int8,exp,tree,16,16,4,1650.0,942.0,758.0,8.0,347.0,317.0,12.0,12.0,2015.0
scna-int8,exp,tree,16,16,5,1638.0,940.0,757.0,8.0,345.0,309.0,12.0,12.0,1993.0
scna-int8,exp,tree,16,16,6,1650.0,946.0,757.0,8.0,332.0,328.0,12.0,12.0,2010.0
scna-int8,exp,tree,16,16,7,1644.0,943.0,757.0,8.0,327.0,330.0,12.0,12.0,1981.0
scna-int8,exp,tree,16,16,8,1631.0,940.0,758.0,8.0,327.0,319.0,12.0,12.0,1960.0
scna-int8,exp,tree,16,16,9,1651.0,940.0,757.0,7.0,347.0,321.0,12.0,12.0,1936.0
scna-int8,exp,tree,16,16,10,1693.0,945.0,761.0,8.0,372.0,330.0,12.0,12.0,2025.0
scna-int8,exp,tree,16,16,11,1690.0,944.0,761.0,8.0,370.0,330.0,12.0,12.0,1985.0
scna-int8,exp,tree,16,16,12,1692.0,946.0,761.0,8.0,370.0,331.0,12.0,12.0,2014.0
scna-int8,exp,tree,16,16,13,1694.0,946.0,762.0,8.0,370.0,333.0,12.0,12.0,1984.0
scna-int8,exp,tree,16,16,14,1689.0,945.0,761.0,8.0,370.0,329.0,12.0,12.0,2027.0
scna-int8,exp,tree,16,16,15,1692.0,946.0,763.0,8.0,368.0,333.0,12.0,12.0,1989.0
scna-int8,exp,tree,16,16,16,1689.0,949.0,762.0,8.0,367.0,328.0,12.0,12.0,1953.0
scna-int8,exp,tree,16,16,17,1700.0,945.0,760.0,8.0,370.0,340.0,12.0,12.0,2009.0
scna-int8,exp,tree,16,16,18,1687.0,948.0,760.0,8.0,367.0,326.0,12.0,12.0,2006.0
scna-int8,exp,tree,16,16,19,1672.0,941.0,760.0,8.0,369.0,316.0,12.0,12.0,2022.0
scna-int8,exp,tree,16,32,0,2585.0,1835.0,1495.0,15.0,339.0,324.0,24.0,23.0,2972.0
scna-int8,exp,tree,16,32,1,2586.0,1837.0,1496.0,15.0,337.0,325.0,24.0,24.0,2969.0
scna-int8,exp,tree,16,32,2,2679.0,1876.0,1505.0,15.0,374.0,342.0,24.0,24.0,3041.0
scna-int8,exp,tree,16,32,3,2671.0,1872.0,1505.0,15.0,375.0,338.0,24.0,24.0,3061.0
scna-int8,exp,tree,16,32,4,2667.0,1868.0,1505.0,15.0,368.0,344.0,24.0,24.0,2975.0
scna-int8,exp,tree,16,32,5,2674.0,1876.0,1504.0,15.0,373.0,337.0,24.0,25.0,3050.0
scna-int8,exp,tree,16,32,6,2673.0,1873.0,1506.0,15.0,370.0,343.0,24.0,24.0,3008.0
scna-int8,exp,tree,16,32,7,2653.0,1868.0,1505.0,15.0,361.0,337.0,24.0,24.0,2935.0
scna-int8,exp,tree,16,32,8,2681.0,1872.0,1504.0,15.0,377.0,345.0,24.0,24.0,3043.0
scna-int8,exp,tree,16,32,9,2623.0,1857.0,1502.0,15.0,357.0,322.0,24.0,24.0,2992.0
scna-int8,exp,tree,16,32,10,2646.0,1866.0,1499.0,15.0,352.0,341.0,24.0,24.0,2962.0
scna-int8,exp,tree,16,32,11,2644.0,1871.0,1501.0,15.0,351.0,335.0,24.0,24.0,3044.0
scna-int8,exp,tree,16,32,12,2642.0,1866.0,1499.0,15.0,352.0,337.0,24.0,24.0,2964.0
scna-int8,exp,tree,16,32,13,2645.0,1871.0,1500.0,15.0,353.0,334.0,24.0,24.0,2926.0
scna-int8,exp,tree,16,32,14,2643.0,1870.0,1500.0,15.0,351.0,334.0,24.0,24.0,3029.0
scna-int8,exp,tree,16,32,15,2638.0,1866.0,1499.0,15.0,353.0,332.0,24.0,24.0,3008.0
scna-int8,exp,tree,16,32,16,2644.0,1871.0,1499.0,15.0,352.0,334.0,24.0,24.0,2923.0
scna-int8,exp,tree,16,32,17,2650.0,1874.0,1500.0,15.0,353.0,336.0,24.0,24.0,2978.0
scna-int8,exp,tree,16,32,18,2637.0,1868.0,1499.0,15.0,350.0,332.0,24.0,24.0,3030.0
scna-int8,exp,tree,16,32,19,2639.0,1871.0,1500.0,14.0,351.0,331.0,24.0,24.0,3039.0
scna-int8,exp,tree,32,4,0,933.0,279.0,232.0,2.0,323.0,317.0,5.0,3.0,1192.0
scna-int8,exp,tree,32,4,1,965.0,278.0,231.0,2.0,341.0,332.0,5.0,4.0,1197.0
scna-int8,exp,tree,32,4,2,966.0,278.0,231.0,2.0,347.0,327.0,5.0,4.0,1203.0
scna-int8,exp,tree,32,4,3,938.0,278.0,231.0,2.0,323.0,324.0,4.0,4.0,1201.0
scna-int8,exp,tree,32,4,4,966.0,278.0,231.0,2.0,349.0,326.0,4.0,4.0,1206.0
scna-int8,exp,tree,32,4,5,967.0,279.0,231.0,2.0,351.0,323.0,5.0,4.0,1189.0
scna-int8,exp,tree,32,4,6,955.0,278.0,231.0,2.0,350.0,314.0,5.0,3.0,1202.0
scna-int8,exp,tree,32,4,7,966.0,279.0,231.0,2.0,350.0,323.0,5.0,4.0,1307.0
scna-int8,exp,tree,32,4,8,961.0,277.0,231.0,2.0,339.0,332.0,4.0,4.0,1203.0
scna-int8,exp,tree,32,4,9,1008.0,296.0,237.0,2.0,365.0,334.0,4.0,4.0,1344.0
scna-int8,exp,tree,32,4,10,1011.0,295.0,237.0,2.0,370.0,333.0,5.0,3.0,1338.0
scna-int8,exp,tree,32,4,11,1004.0,296.0,237.0,3.0,361.0,332.0,5.0,4.0,1294.0
scna-int8,exp,tree,32,4,12,1009.0,297.0,237.0,2.0,363.0,337.0,4.0,3.0,1362.0
scna-int8,exp,tree,32,4,13,1005.0,295.0,238.0,2.0,365.0,331.0,5.0,4.0,1353.0
scna-int8,exp,tree,32,4,14,1020.0,295.0,237.0,2.0,373.0,338.0,5.0,4.0,1332.0
scna-int8,exp,tree,32,4,15,1020.0,295.0,237.0,3.0,377.0,333.0,4.0,4.0,1358.0
scna-int8,exp,tree,32,4,16,1004.0,293.0,236.0,3.0,364.0,333.0,5.0,3.0,1318.0
